date,"Davenport's Bar and Grille, 1925, Pawtucket Avenue, Carpenters Corner, East Providence, Providence County, Rhode Island, 02914, United States","1014, Kings Highway, New Bedford, Bristol County, Massachusetts, 02745, United States","109, Mariano Bishop Boulevard, Fall River, Bristol County, Massachusetts, 02721, United States","1500 Diamond Hill, Diamond Hill Road, Woonsocket, Providence County, Rhode Island, 02895, United States","TGI Friday's, 1385, South Washington Street, North Attleborough, Bristol County, Massachusetts, 02760, United States","201, Branch Avenue, Providence, Providence County, Rhode Island, 02904, United States"
2024-10-29,"{""previous_date"":""2024-10-26"",""previous_days_since"":3,""next_date"":""2024-10-30"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":3,""stops_in_next_28"":12,""active"":true}","{""previous_date"":""2024-10-25"",""previous_days_since"":4,""next_date"":""2024-10-30"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":13,""stops_in_previous_56"":21,""stops_in_next_7"":3,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-10-25"",""previous_days_since"":4,""next_date"":""2024-10-31"",""next_days_to"":2,""stops_in_previous_7"":2,""stops_in_previous_14"":4,""stops_in_previous_28"":9,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":8,""active"":true}","{""previous_date"":""2024-10-23"",""previous_days_since"":6,""next_date"":""2024-10-31"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}","{""previous_date"":""2024-10-26"",""previous_days_since"":3,""next_date"":""2024-10-30"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":4,""stops_in_previous_28"":8,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-24"",""previous_days_since"":5,""next_date"":""2024-11-01"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":1,""stops_in_previous_28"":4,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-10-30,"{""previous_date"":""2024-10-26"",""previous_days_since"":4,""next_date"":""2024-10-31"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":3,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-10-25"",""previous_days_since"":5,""next_date"":""2024-10-31"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":13,""stops_in_previous_56"":21,""stops_in_next_7"":3,""stops_in_next_28"":10,""active"":true}","{""previous_date"":""2024-10-25"",""previous_days_since"":5,""next_date"":""2024-10-31"",""next_days_to"":1,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":9,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":8,""active"":true}","{""previous_date"":""2024-10-23"",""previous_days_since"":7,""next_date"":""2024-10-31"",""next_days_to"":1,""stops_in_previous_7"":0,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}","{""previous_date"":""2024-10-26"",""previous_days_since"":4,""next_date"":""2024-11-07"",""next_days_to"":8,""stops_in_previous_7"":4,""stops_in_previous_14"":5,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":0,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-10-24"",""previous_days_since"":6,""next_date"":""2024-11-01"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":1,""stops_in_previous_28"":3,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-10-31,"{""previous_date"":""2024-10-30"",""previous_days_since"":1,""next_date"":""2024-11-01"",""next_days_to"":1,""stops_in_previous_7"":4,""stops_in_previous_14"":7,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":10,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":1,""next_date"":""2024-11-01"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":13,""stops_in_previous_56"":22,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-25"",""previous_days_since"":6,""next_date"":""2024-11-06"",""next_days_to"":6,""stops_in_previous_7"":2,""stops_in_previous_14"":4,""stops_in_previous_28"":9,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-23"",""previous_days_since"":8,""next_date"":""2024-11-07"",""next_days_to"":7,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":8,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":1,""next_date"":""2024-11-07"",""next_days_to"":7,""stops_in_previous_7"":3,""stops_in_previous_14"":5,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-10-24"",""previous_days_since"":7,""next_date"":""2024-11-01"",""next_days_to"":1,""stops_in_previous_7"":0,""stops_in_previous_14"":1,""stops_in_previous_28"":3,""stops_in_previous_56"":11,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-11-01,"{""previous_date"":""2024-10-31"",""previous_days_since"":1,""next_date"":""2024-11-06"",""next_days_to"":5,""stops_in_previous_7"":4,""stops_in_previous_14"":7,""stops_in_previous_28"":14,""stops_in_previous_56"":25,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":1,""next_date"":""2024-11-06"",""next_days_to"":5,""stops_in_previous_7"":3,""stops_in_previous_14"":7,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":8,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":1,""next_date"":""2024-11-06"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":1,""next_date"":""2024-11-07"",""next_days_to"":6,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":2,""next_date"":""2024-11-07"",""next_days_to"":6,""stops_in_previous_7"":2,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-10-24"",""previous_days_since"":8,""next_date"":""2024-11-09"",""next_days_to"":8,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":4,""stops_in_previous_56"":12,""stops_in_next_7"":0,""stops_in_next_28"":5,""active"":true}"
2024-11-02,"{""previous_date"":""2024-11-01"",""previous_days_since"":1,""next_date"":""2024-11-06"",""next_days_to"":4,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":1,""next_date"":""2024-11-06"",""next_days_to"":4,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":2,""next_date"":""2024-11-06"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":2,""next_date"":""2024-11-07"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":3,""next_date"":""2024-11-07"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":1,""next_date"":""2024-11-09"",""next_days_to"":7,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}"
2024-11-03,"{""previous_date"":""2024-11-01"",""previous_days_since"":2,""next_date"":""2024-11-06"",""next_days_to"":3,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":2,""next_date"":""2024-11-06"",""next_days_to"":3,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":3,""next_date"":""2024-11-06"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":3,""next_date"":""2024-11-07"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":4,""next_date"":""2024-11-07"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":2,""next_date"":""2024-11-09"",""next_days_to"":6,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}"
2024-11-04,"{""previous_date"":""2024-11-01"",""previous_days_since"":3,""next_date"":""2024-11-06"",""next_days_to"":2,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":3,""next_date"":""2024-11-06"",""next_days_to"":2,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":4,""next_date"":""2024-11-06"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":4,""next_date"":""2024-11-07"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":5,""next_date"":""2024-11-07"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":3,""next_date"":""2024-11-09"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}"
2024-11-05,"{""previous_date"":""2024-11-01"",""previous_days_since"":4,""next_date"":""2024-11-06"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":4,""next_date"":""2024-11-06"",""next_days_to"":1,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":5,""next_date"":""2024-11-06"",""next_days_to"":1,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":5,""next_date"":""2024-11-07"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":6,""next_date"":""2024-11-07"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":4,""next_date"":""2024-11-09"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}"
2024-11-06,"{""previous_date"":""2024-11-01"",""previous_days_since"":5,""next_date"":""2024-11-08"",""next_days_to"":2,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":14,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":5,""next_date"":""2024-11-08"",""next_days_to"":2,""stops_in_previous_7"":3,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":6,""next_date"":""2024-11-13"",""next_days_to"":7,""stops_in_previous_7"":2,""stops_in_previous_14"":4,""stops_in_previous_28"":8,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":7,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":6,""next_date"":""2024-11-07"",""next_days_to"":1,""stops_in_previous_7"":1,""stops_in_previous_14"":1,""stops_in_previous_28"":6,""stops_in_previous_56"":14,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":7,""next_date"":""2024-11-07"",""next_days_to"":1,""stops_in_previous_7"":0,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":5,""next_date"":""2024-11-09"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":2,""stops_in_previous_56"":12,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}"
2024-11-07,"{""previous_date"":""2024-11-06"",""previous_days_since"":1,""next_date"":""2024-11-08"",""next_days_to"":1,""stops_in_previous_7"":2,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":1,""next_date"":""2024-11-08"",""next_days_to"":1,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":10,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":1,""next_date"":""2024-11-13"",""next_days_to"":6,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":8,""active"":true}","{""previous_date"":""2024-10-31"",""previous_days_since"":7,""next_date"":""2024-11-08"",""next_days_to"":1,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-10-30"",""previous_days_since"":8,""next_date"":""2024-11-09"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":4,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":6,""next_date"":""2024-11-09"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":1,""stops_in_previous_28"":2,""stops_in_previous_56"":12,""stops_in_next_7"":2,""stops_in_next_28"":6,""active"":true}"
2024-11-08,"{""previous_date"":""2024-11-06"",""previous_days_since"":2,""next_date"":""2024-11-13"",""next_days_to"":5,""stops_in_previous_7"":2,""stops_in_previous_14"":6,""stops_in_previous_28"":13,""stops_in_previous_56"":24,""stops_in_next_7"":2,""stops_in_next_28"":8,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":2,""next_date"":""2024-11-13"",""next_days_to"":5,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":10,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":2,""next_date"":""2024-11-13"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-07"",""previous_days_since"":1,""next_date"":""2024-11-14"",""next_days_to"":6,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-07"",""previous_days_since"":1,""next_date"":""2024-11-09"",""next_days_to"":1,""stops_in_previous_7"":1,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":2,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":7,""next_date"":""2024-11-09"",""next_days_to"":1,""stops_in_previous_7"":0,""stops_in_previous_14"":1,""stops_in_previous_28"":2,""stops_in_previous_56"":12,""stops_in_next_7"":2,""stops_in_next_28"":6,""active"":true}"
2024-11-09,"{""previous_date"":""2024-11-08"",""previous_days_since"":1,""next_date"":""2024-11-13"",""next_days_to"":4,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":1,""next_date"":""2024-11-13"",""next_days_to"":4,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":3,""next_date"":""2024-11-13"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":6,""stops_in_previous_56"":16,""stops_in_next_7"":3,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":1,""next_date"":""2024-11-14"",""next_days_to"":5,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-07"",""previous_days_since"":2,""next_date"":""2024-11-14"",""next_days_to"":5,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-01"",""previous_days_since"":8,""next_date"":""2024-11-14"",""next_days_to"":5,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":13,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-11-10,"{""previous_date"":""2024-11-08"",""previous_days_since"":2,""next_date"":""2024-11-13"",""next_days_to"":3,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":2,""next_date"":""2024-11-13"",""next_days_to"":3,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":4,""next_date"":""2024-11-13"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":6,""stops_in_previous_56"":16,""stops_in_next_7"":3,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":2,""next_date"":""2024-11-14"",""next_days_to"":4,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":1,""next_date"":""2024-11-14"",""next_days_to"":4,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":1,""next_date"":""2024-11-14"",""next_days_to"":4,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":13,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-11-11,"{""previous_date"":""2024-11-08"",""previous_days_since"":3,""next_date"":""2024-11-13"",""next_days_to"":2,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":3,""next_date"":""2024-11-13"",""next_days_to"":2,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":5,""next_date"":""2024-11-13"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":6,""stops_in_previous_56"":16,""stops_in_next_7"":3,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":3,""next_date"":""2024-11-14"",""next_days_to"":3,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":2,""next_date"":""2024-11-14"",""next_days_to"":3,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":2,""next_date"":""2024-11-14"",""next_days_to"":3,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":13,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
2024-11-12,"{""previous_date"":""2024-11-08"",""previous_days_since"":4,""next_date"":""2024-11-13"",""next_days_to"":1,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":4,""next_date"":""2024-11-13"",""next_days_to"":1,""stops_in_previous_7"":2,""stops_in_previous_14"":5,""stops_in_previous_28"":12,""stops_in_previous_56"":23,""stops_in_next_7"":2,""stops_in_next_28"":11,""active"":true}","{""previous_date"":""2024-11-06"",""previous_days_since"":6,""next_date"":""2024-11-13"",""next_days_to"":1,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":6,""stops_in_previous_56"":16,""stops_in_next_7"":3,""stops_in_next_28"":9,""active"":true}","{""previous_date"":""2024-11-08"",""previous_days_since"":4,""next_date"":""2024-11-14"",""next_days_to"":2,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":6,""stops_in_previous_56"":15,""stops_in_next_7"":1,""stops_in_next_28"":5,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":3,""next_date"":""2024-11-14"",""next_days_to"":2,""stops_in_previous_7"":2,""stops_in_previous_14"":3,""stops_in_previous_28"":7,""stops_in_previous_56"":16,""stops_in_next_7"":1,""stops_in_next_28"":4,""active"":true}","{""previous_date"":""2024-11-09"",""previous_days_since"":3,""next_date"":""2024-11-14"",""next_days_to"":2,""stops_in_previous_7"":1,""stops_in_previous_14"":2,""stops_in_previous_28"":3,""stops_in_previous_56"":13,""stops_in_next_7"":1,""stops_in_next_28"":6,""active"":true}"
